Order ID,Customer ID,Product ID,Product Category,Order Date,Quantity,Unit Price,Order Value
4ad8a607-b421-4e3b-ac92-5f3014669537,56c5ba75-19a9-467d-8258-37546a089f13,e9ac10c0-0af8-4825-bca3-c250d805974a,Orange,07-03-2023,8,22.8,182.44
4ad8a607-b421-4e3b-ac92-5f3014669537,56c5ba75-19a9-467d-8258-37546a089f13,38b60fea-dff1-4bb8-97b0-46e4882e9900,Broccoli,07-03-2023,9,4.4,39.57
4ad8a607-b421-4e3b-ac92-5f3014669537,56c5ba75-19a9-467d-8258-37546a089f13,9d7a1730-1d2a-4b63-acc3-9f5b8bdfc326,Strawberry,07-03-2023,5,167.6,838.02
b3b7ea38-6667-49e4-811a-1117e8fb826a,0ff441db-398c-4b77-9bbe-475f4b2f578e,d70523ca-f28b-460c-ab4a-d478135f76d5,Broccoli,12-03-2023,5,149.29,746.43
b3b7ea38-6667-49e4-811a-1117e8fb826a,0ff441db-398c-4b77-9bbe-475f4b2f578e,d36d024f-3149-4494-af58-cc0b8df52a92,Mango,12-03-2023,9,52.54,472.9
b3b7ea38-6667-49e4-811a-1117e8fb826a,0ff441db-398c-4b77-9bbe-475f4b2f578e,87640580-0fd9-43bc-a493-33192f4162c5,Watermelon,12-03-2023,4,94.24,376.97
b878d829-0e60-434b-a92a-5641b026c644,3ea51270-29ea-433e-8fda-08e32aa0951e,42098466-082c-4bc6-b625-2555f9505137,Cabbage,01-03-2023,6,81.35,488.08
b878d829-0e60-434b-a92a-5641b026c644,3ea51270-29ea-433e-8fda-08e32aa0951e,d36d024f-3149-4494-af58-cc0b8df52a92,Mango,01-03-2023,3,37,110.99
b878d829-0e60-434b-a92a-5641b026c644,3ea51270-29ea-433e-8fda-08e32aa0951e,38fd49bf-94ab-4d57-b434-0b76999d9b7a,Apple,01-03-2023,4,13.78,55.13
b878d829-0e60-434b-a92a-5641b026c644,3ea51270-29ea-433e-8fda-08e32aa0951e,7676498c-893b-48dc-8b77-75c0bcf8787a,Carrot,01-03-2023,2,80.03,160.06
b878d829-0e60-434b-a92a-5641b026c644,3ea51270-29ea-433e-8fda-08e32aa0951e,8652e400-0be2-4ec1-84b9-82b47465aba5,Bread,01-03-2023,7,55.03,385.21
b6167be7-d209-482f-8350-92dd99126a57,21ad1cdd-88fa-4e1e-8390-c1e8d6575cba,8d620ce7-a028-41e0-9126-5ecb2f2d2d72,Broccoli,07-08-2023,8,44.25,353.98
b6167be7-d209-482f-8350-92dd99126a57,21ad1cdd-88fa-4e1e-8390-c1e8d6575cba,e6fb1bab-d2a1-4daa-953c-c2f1fd6356bb,Pasta,07-08-2023,5,100.55,502.75
b6167be7-d209-482f-8350-92dd99126a57,21ad1cdd-88fa-4e1e-8390-c1e8d6575cba,f002424c-21d3-40d4-b223-9713d48f5e1e,Beans,07-08-2023,7,45.04,315.25
b6167be7-d209-482f-8350-92dd99126a57,21ad1cdd-88fa-4e1e-8390-c1e8d6575cba,a7d1e464-93b0-4db8-9aed-615885052475,Banana,07-08-2023,9,8.19,73.74
1d409df6-5570-48fc-b30f-5366fe99339d,263a9efa-4ec5-421f-ac4a-e6f88dba65dd,bf202d8c-cbe6-4a88-aac4-91e222de5a58,Tomato,12-06-2023,5,153.21,766.07
1d409df6-5570-48fc-b30f-5366fe99339d,263a9efa-4ec5-421f-ac4a-e6f88dba65dd,7676498c-893b-48dc-8b77-75c0bcf8787a,Carrot,12-06-2023,8,101.77,814.19
1d409df6-5570-48fc-b30f-5366fe99339d,263a9efa-4ec5-421f-ac4a-e6f88dba65dd,71619b83-21e3-41a5-9f4c-c59f143f58e7,Spaghetti,12-06-2023,6,146.94,881.67
b119c919-4642-4a89-9cb2-e204ecebb68d,35254073-25e0-40eb-b0ac-96c528645ae3,71619b83-21e3-41a5-9f4c-c59f143f58e7,Spaghetti,23-06-2023,4,193.14,772.56
b119c919-4642-4a89-9cb2-e204ecebb68d,35254073-25e0-40eb-b0ac-96c528645ae3,8d620ce7-a028-41e0-9126-5ecb2f2d2d72,Broccoli,23-06-2023,10,93.33,933.33
b119c919-4642-4a89-9cb2-e204ecebb68d,35254073-25e0-40eb-b0ac-96c528645ae3,386278be-20f5-48ea-8a05-f1cdd64cf5b0,Strawberry,23-06-2023,10,31.43,314.26
b119c919-4642-4a89-9cb2-e204ecebb68d,35254073-25e0-40eb-b0ac-96c528645ae3,771faf3e-ec95-4b2d-be2a-4f336bab097e,Spinach,23-06-2023,7,128.61,900.24
aa4ab6eb-1001-4b63-9936-c01e086f8c5a,257f1a02-4370-4a06-bb76-cf19e540ac2f,03b62fc9-9900-451b-bfb6-01b67c3ec167,Lentils,10-07-2023,8,44.9,359.2
aa4ab6eb-1001-4b63-9936-c01e086f8c5a,257f1a02-4370-4a06-bb76-cf19e540ac2f,a391c3ab-b5d6-4a85-9715-1542e8bc0f13,Sugar,10-07-2023,6,146.8,880.81
aa4ab6eb-1001-4b63-9936-c01e086f8c5a,257f1a02-4370-4a06-bb76-cf19e540ac2f,71619b83-21e3-41a5-9f4c-c59f143f58e7,Spaghetti,10-07-2023,5,54.36,271.82
bdf2671f-0d15-41c2-822e-c19e0b9892d5,4c1a07e6-8a83-406c-8b69-19430649b314,cbc28915-02f6-42c4-9db8-c0461fa9c989,Rice,09-04-2023,9,91.64,824.78
bdf2671f-0d15-41c2-822e-c19e0b9892d5,4c1a07e6-8a83-406c-8b69-19430649b314,f002424c-21d3-40d4-b223-9713d48f5e1e,Beans,09-04-2023,4,15.74,62.95
bdf2671f-0d15-41c2-822e-c19e0b9892d5,4c1a07e6-8a83-406c-8b69-19430649b314,558e66e0-047e-4810-8200-a5cddc8c7c57,Pineapple,09-04-2023,10,57.32,573.2
03e361d7-9412-449a-b4fc-2a941c789bba,ee95c14f-26e0-489b-88db-f93059e7cac1,386278be-20f5-48ea-8a05-f1cdd64cf5b0,Strawberry,25-04-2023,4,27.54,110.14
03e361d7-9412-449a-b4fc-2a941c789bba,ee95c14f-26e0-489b-88db-f93059e7cac1,1950023f-97d3-45a5-ae0b-8b31ecaf15e0,Bread,25-04-2023,4,90.46,361.83
03e361d7-9412-449a-b4fc-2a941c789bba,ee95c14f-26e0-489b-88db-f93059e7cac1,06579e7f-38d8-4c42-8c83-93dd2f2d063b,Onion,25-04-2023,10,16.62,166.23
03e361d7-9412-449a-b4fc-2a941c789bba,ee95c14f-26e0-489b-88db-f93059e7cac1,d36d024f-3149-4494-af58-cc0b8df52a92,Mango,25-04-2023,10,42.36,423.63
6eaaec1a-058c-4fc3-9ac9-91c7e7f50ced,94146ffb-d15b-4e5d-9a18-f301046d474a,cbc28915-02f6-42c4-9db8-c0461fa9c989,Rice,12-04-2023,7,52.29,366.06
6eaaec1a-058c-4fc3-9ac9-91c7e7f50ced,94146ffb-d15b-4e5d-9a18-f301046d474a,06579e7f-38d8-4c42-8c83-93dd2f2d063b,Onion,12-04-2023,6,162.42,974.53
6eaaec1a-058c-4fc3-9ac9-91c7e7f50ced,94146ffb-d15b-4e5d-9a18-f301046d474a,a15f1979-8689-4a5c-84c9-0849efac0a86,Grapes,12-04-2023,2,80.23,160.47
6eaaec1a-058c-4fc3-9ac9-91c7e7f50ced,94146ffb-d15b-4e5d-9a18-f301046d474a,efee1b24-6fe8-4b43-ba26-f0747b9db4d6,Flour,12-04-2023,9,30.15,271.34
6eaaec1a-058c-4fc3-9ac9-91c7e7f50ced,94146ffb-d15b-4e5d-9a18-f301046d474a,7676498c-893b-48dc-8b77-75c0bcf8787a,Carrot,12-04-2023,5,107.26,536.29
aac3fa90-32f7-42e8-9cb2-b2abe38bdaed,46f3c5f2-a37c-4930-adeb-c393d8ca30f2,a7d1e464-93b0-4db8-9aed-615885052475,Banana,25-05-2023,7,1.81,12.68
aac3fa90-32f7-42e8-9cb2-b2abe38bdaed,46f3c5f2-a37c-4930-adeb-c393d8ca30f2,8d620ce7-a028-41e0-9126-5ecb2f2d2d72,Broccoli,25-05-2023,10,76.05,760.45
aac3fa90-32f7-42e8-9cb2-b2abe38bdaed,46f3c5f2-a37c-4930-adeb-c393d8ca30f2,d93a2ad2-cf72-413c-ac8d-42b3b3c4965c,Cabbage,25-05-2023,10,90.52,905.19
0bc4aa78-5598-4475-96e5-6a1bfa8bec62,f4bdc2b2-45f1-496c-8469-13304857b9f0,d93a2ad2-cf72-413c-ac8d-42b3b3c4965c,Cabbage,20-08-2023,3,104.23,312.68
0bc4aa78-5598-4475-96e5-6a1bfa8bec62,f4bdc2b2-45f1-496c-8469-13304857b9f0,a391c3ab-b5d6-4a85-9715-1542e8bc0f13,Sugar,20-08-2023,6,76.62,459.71
0bc4aa78-5598-4475-96e5-6a1bfa8bec62,f4bdc2b2-45f1-496c-8469-13304857b9f0,71619b83-21e3-41a5-9f4c-c59f143f58e7,Spaghetti,20-08-2023,6,36.21,217.24
0bc4aa78-5598-4475-96e5-6a1bfa8bec62,f4bdc2b2-45f1-496c-8469-13304857b9f0,771faf3e-ec95-4b2d-be2a-4f336bab097e,Spinach,20-08-2023,7,29.5,206.51
0bc4aa78-5598-4475-96e5-6a1bfa8bec62,f4bdc2b2-45f1-496c-8469-13304857b9f0,00beba33-4064-4a31-8a85-f8245a9b9f7d,Potato,20-08-2023,5,41.02,205.08
77ce3861-cf74-4575-a04d-61c6a5f860ed,11b4e5b7-3a68-476b-9a87-8fd70018af12,cbc28915-02f6-42c4-9db8-c0461fa9c989,Rice,26-05-2023,6,28.25,169.53
77ce3861-cf74-4575-a04d-61c6a5f860ed,11b4e5b7-3a68-476b-9a87-8fd70018af12,558e66e0-047e-4810-8200-a5cddc8c7c57,Pineapple,26-05-2023,4,155.8,623.21
77ce3861-cf74-4575-a04d-61c6a5f860ed,11b4e5b7-3a68-476b-9a87-8fd70018af12,a7d1e464-93b0-4db8-9aed-615885052475,Banana,26-05-2023,2,167.02,334.04
0443dce4-5538-47b2-aef3-bac0367ced89,eb660d0c-830f-46ef-8a28-e1ce1f3f03a6,771faf3e-ec95-4b2d-be2a-4f336bab097e,Spinach,06-05-2023,5,194.56,972.81
0443dce4-5538-47b2-aef3-bac0367ced89,eb660d0c-830f-46ef-8a28-e1ce1f3f03a6,87640580-0fd9-43bc-a493-33192f4162c5,Watermelon,06-05-2023,3,124.36,373.09
0443dce4-5538-47b2-aef3-bac0367ced89,eb660d0c-830f-46ef-8a28-e1ce1f3f03a6,c4cf5b93-682a-433e-b5b5-06728d594cf3,Garlic,06-05-2023,6,23.07,138.4
c628365f-3b73-4bb8-af4c-b25c2eb58114,d19c5728-28a8-4f1f-b8eb-fbdb4b28029d,fb79e97e-6dc6-48fb-a4d7-58b87f37692b,Apple,02-06-2023,8,22.38,179.01
c628365f-3b73-4bb8-af4c-b25c2eb58114,d19c5728-28a8-4f1f-b8eb-fbdb4b28029d,87640580-0fd9-43bc-a493-33192f4162c5,Watermelon,02-06-2023,3,146.65,439.94
c628365f-3b73-4bb8-af4c-b25c2eb58114,d19c5728-28a8-4f1f-b8eb-fbdb4b28029d,d36d024f-3149-4494-af58-cc0b8df52a92,Mango,02-06-2023,6,154.88,929.25
ff49820c-a6e3-418b-a596-b3a8a2683789,9185e1c8-4ac4-472c-b523-ec493d4ea66f,386278be-20f5-48ea-8a05-f1cdd64cf5b0,Strawberry,06-07-2023,4,162,648
ff49820c-a6e3-418b-a596-b3a8a2683789,9185e1c8-4ac4-472c-b523-ec493d4ea66f,03b62fc9-9900-451b-bfb6-01b67c3ec167,Lentils,06-07-2023,8,98.33,786.66
ff49820c-a6e3-418b-a596-b3a8a2683789,9185e1c8-4ac4-472c-b523-ec493d4ea66f,ec9dd41c-7781-46b0-9870-1d32b17bc907,Flour,06-07-2023,6,44.74,268.42
ff49820c-a6e3-418b-a596-b3a8a2683789,9185e1c8-4ac4-472c-b523-ec493d4ea66f,c4cf5b93-682a-433e-b5b5-06728d594cf3,Garlic,06-07-2023,6,52.37,314.22
ff49820c-a6e3-418b-a596-b3a8a2683789,9185e1c8-4ac4-472c-b523-ec493d4ea66f,acae3c86-f51f-449b-bddf-05acd2935721,Potato,06-07-2023,2,19.39,38.77
101bccbf-e3e7-4217-be21-4a385761c98b,ce59ac0c-fb56-4c5e-8578-8fb4c4a14400,8652e400-0be2-4ec1-84b9-82b47465aba5,Bread,07-03-2023,7,31.05,217.38
101bccbf-e3e7-4217-be21-4a385761c98b,ce59ac0c-fb56-4c5e-8578-8fb4c4a14400,71619b83-21e3-41a5-9f4c-c59f143f58e7,Spaghetti,07-03-2023,9,106.22,955.96
101bccbf-e3e7-4217-be21-4a385761c98b,ce59ac0c-fb56-4c5e-8578-8fb4c4a14400,386278be-20f5-48ea-8a05-f1cdd64cf5b0,Strawberry,07-03-2023,2,49.51,99.02
101bccbf-e3e7-4217-be21-4a385761c98b,ce59ac0c-fb56-4c5e-8578-8fb4c4a14400,f3732257-6df7-4c5b-8ef1-3ebdc3fcc547,Broccoli,07-03-2023,9,29.76,267.8
bfdd17ee-c8f4-49dd-bf95-3cb623745cb5,ee713314-0a06-4421-820b-2e3a99fa092b,8652e400-0be2-4ec1-84b9-82b47465aba5,Bread,04-05-2023,8,72.06,576.49
bfdd17ee-c8f4-49dd-bf95-3cb623745cb5,ee713314-0a06-4421-820b-2e3a99fa092b,771faf3e-ec95-4b2d-be2a-4f336bab097e,Spinach,04-05-2023,6,80.46,482.75
bfdd17ee-c8f4-49dd-bf95-3cb623745cb5,ee713314-0a06-4421-820b-2e3a99fa092b,0deaf92e-e104-4410-87b6-3194eb20b5cb,Grapes,04-05-2023,9,11.48,103.29
17111af1-27d2-4c81-801b-20a5c0e9c29f,577ee971-5a75-4e3a-a7d6-cefd35770610,386278be-20f5-48ea-8a05-f1cdd64cf5b0,Strawberry,10-04-2023,9,91.48,823.3
17111af1-27d2-4c81-801b-20a5c0e9c29f,577ee971-5a75-4e3a-a7d6-cefd35770610,03b62fc9-9900-451b-bfb6-01b67c3ec167,Lentils,10-04-2023,8,15.21,121.65
17111af1-27d2-4c81-801b-20a5c0e9c29f,577ee971-5a75-4e3a-a7d6-cefd35770610,06579e7f-38d8-4c42-8c83-93dd2f2d063b,Onion,10-04-2023,7,31.34,219.38
17111af1-27d2-4c81-801b-20a5c0e9c29f,577ee971-5a75-4e3a-a7d6-cefd35770610,87640580-0fd9-43bc-a493-33192f4162c5,Watermelon,10-04-2023,5,102.57,512.85
17111af1-27d2-4c81-801b-20a5c0e9c29f,577ee971-5a75-4e3a-a7d6-cefd35770610,558e66e0-047e-4810-8200-a5cddc8c7c57,Pineapple,10-04-2023,9,1.17,10.5
ed93ec72-6e6f-46f4-aee5-ac2096a19a3d,3f974248-474e-4610-afdc-7641fc41ede2,d36d024f-3149-4494-af58-cc0b8df52a92,Mango,15-05-2023,7,102.77,719.38
ed93ec72-6e6f-46f4-aee5-ac2096a19a3d,3f974248-474e-4610-afdc-7641fc41ede2,8652e400-0be2-4ec1-84b9-82b47465aba5,Bread,15-05-2023,8,77,616.04
ed93ec72-6e6f-46f4-aee5-ac2096a19a3d,3f974248-474e-4610-afdc-7641fc41ede2,386278be-20f5-48ea-8a05-f1cdd64cf5b0,Strawberry,15-05-2023,10,4.52,45.22
ed93ec72-6e6f-46f4-aee5-ac2096a19a3d,3f974248-474e-4610-afdc-7641fc41ede2,79d60e6d-b624-4b5d-8f0d-6d2c41d22352,Sugar,15-05-2023,7,17.5,122.51
ed93ec72-6e6f-46f4-aee5-ac2096a19a3d,3f974248-474e-4610-afdc-7641fc41ede2,b2328122-913d-4b70-9749-ff430a3af30d,Beans,15-05-2023,4,52.81,211.25
5f284201-4487-40d2-93bc-46eb7fe11467,02be3aed-ba47-442f-9021-b6ecc60de8a0,79d60e6d-b624-4b5d-8f0d-6d2c41d22352,Sugar,16-06-2023,9,70.25,632.26
5f284201-4487-40d2-93bc-46eb7fe11467,02be3aed-ba47-442f-9021-b6ecc60de8a0,87640580-0fd9-43bc-a493-33192f4162c5,Watermelon,16-06-2023,10,98.06,980.61
c42454d4-7a54-4551-81ec-dc27c5f62d54,494e3cea-2c70-49d5-b9c6-206bbbb9863c,d36d024f-3149-4494-af58-cc0b8df52a92,Mango,08-07-2023,3,73.06,219.17
c42454d4-7a54-4551-81ec-dc27c5f62d54,494e3cea-2c70-49d5-b9c6-206bbbb9863c,7676498c-893b-48dc-8b77-75c0bcf8787a,Carrot,08-07-2023,7,104.23,729.62
c42454d4-7a54-4551-81ec-dc27c5f62d54,494e3cea-2c70-49d5-b9c6-206bbbb9863c,79d60e6d-b624-4b5d-8f0d-6d2c41d22352,Sugar,08-07-2023,3,99.71,299.14
c42454d4-7a54-4551-81ec-dc27c5f62d54,494e3cea-2c70-49d5-b9c6-206bbbb9863c,71619b83-21e3-41a5-9f4c-c59f143f58e7,Spaghetti,08-07-2023,8,72.75,582
88467d62-c250-48f0-a582-7cdc26c8d073,d22593be-736c-4580-b18d-781e2f4e6e34,06579e7f-38d8-4c42-8c83-93dd2f2d063b,Onion,05-06-2023,4,133.95,535.79
88467d62-c250-48f0-a582-7cdc26c8d073,d22593be-736c-4580-b18d-781e2f4e6e34,0deaf92e-e104-4410-87b6-3194eb20b5cb,Grapes,05-06-2023,4,54.07,216.29
88467d62-c250-48f0-a582-7cdc26c8d073,d22593be-736c-4580-b18d-781e2f4e6e34,87640580-0fd9-43bc-a493-33192f4162c5,Watermelon,05-06-2023,2,140.46,280.91
88467d62-c250-48f0-a582-7cdc26c8d073,d22593be-736c-4580-b18d-781e2f4e6e34,42098466-082c-4bc6-b625-2555f9505137,Cabbage,05-06-2023,9,20.25,182.29
88467d62-c250-48f0-a582-7cdc26c8d073,d22593be-736c-4580-b18d-781e2f4e6e34,acae3c86-f51f-449b-bddf-05acd2935721,Potato,05-06-2023,7,111.34,779.41
88467d62-c250-48f0-a582-7cdc26c8d073,d22593be-736c-4580-b18d-781e2f4e6e34,cbc28915-02f6-42c4-9db8-c0461fa9c989,Rice,05-06-2023,9,63.45,571.01
722bd2fc-f814-4ee9-850e-c623ad28f6fd,464282c3-5af1-47d1-8525-14dfd437a943,1950023f-97d3-45a5-ae0b-8b31ecaf15e0,Bread,27-02-2023,8,76.33,610.68
722bd2fc-f814-4ee9-850e-c623ad28f6fd,464282c3-5af1-47d1-8525-14dfd437a943,87640580-0fd9-43bc-a493-33192f4162c5,Watermelon,27-02-2023,5,193.69,968.47
7c37e1f1-619c-4076-a2bf-e5683dea59b0,fa518c4f-c5d0-4606-aabc-4d6ee61b01f0,bf202d8c-cbe6-4a88-aac4-91e222de5a58,Tomato,01-05-2023,8,60.95,487.61
7c37e1f1-619c-4076-a2bf-e5683dea59b0,fa518c4f-c5d0-4606-aabc-4d6ee61b01f0,386278be-20f5-48ea-8a05-f1cdd64cf5b0,Strawberry,01-05-2023,3,14.71,44.12
7c37e1f1-619c-4076-a2bf-e5683dea59b0,fa518c4f-c5d0-4606-aabc-4d6ee61b01f0,394860eb-3596-43ce-a887-2f019e2dfa39,Lentils,01-05-2023,3,10.53,31.6
7264a818-2fdc-445e-921f-9ab21646669f,af265da2-fe11-47ac-8192-54f7eec752e9,a121a9e2-4d98-4458-b159-c4ad9b5dd84e,Watermelon,24-06-2023,6,56.31,337.89
7264a818-2fdc-445e-921f-9ab21646669f,af265da2-fe11-47ac-8192-54f7eec752e9,4e02f794-4d13-472c-9a23-99e7c888cf10,Strawberry,24-06-2023,3,186.08,558.23
7264a818-2fdc-445e-921f-9ab21646669f,af265da2-fe11-47ac-8192-54f7eec752e9,de002a50-f447-4993-946f-6cdb40e5d83e,Potato,24-06-2023,3,176.1,528.3
7264a818-2fdc-445e-921f-9ab21646669f,af265da2-fe11-47ac-8192-54f7eec752e9,7676498c-893b-48dc-8b77-75c0bcf8787a,Carrot,24-06-2023,6,20,119.99
50db7852-b59e-43d5-872b-245b5f401d54,f47c2985-f9f0-46be-aa3b-c122359e1ac6,bf202d8c-cbe6-4a88-aac4-91e222de5a58,Tomato,25-07-2023,9,92.22,830.01
50db7852-b59e-43d5-872b-245b5f401d54,f47c2985-f9f0-46be-aa3b-c122359e1ac6,a15f1979-8689-4a5c-84c9-0849efac0a86,Grapes,25-07-2023,3,123.41,370.22
50db7852-b59e-43d5-872b-245b5f401d54,f47c2985-f9f0-46be-aa3b-c122359e1ac6,8d620ce7-a028-41e0-9126-5ecb2f2d2d72,Broccoli,25-07-2023,10,37.55,375.55
50db7852-b59e-43d5-872b-245b5f401d54,f47c2985-f9f0-46be-aa3b-c122359e1ac6,d93a2ad2-cf72-413c-ac8d-42b3b3c4965c,Cabbage,25-07-2023,4,53.2,212.79
12eb3c65-695f-424c-bda3-024138bf2cbd,4fc4bc3f-2a02-4c4c-9182-070060841985,d36d024f-3149-4494-af58-cc0b8df52a92,Mango,10-04-2023,10,36.34,363.42
12eb3c65-695f-424c-bda3-024138bf2cbd,4fc4bc3f-2a02-4c4c-9182-070060841985,7676498c-893b-48dc-8b77-75c0bcf8787a,Carrot,10-04-2023,5,5.33,26.65
12eb3c65-695f-424c-bda3-024138bf2cbd,4fc4bc3f-2a02-4c4c-9182-070060841985,7950276b-0d36-444c-8fcc-cd19f29b870c,Orange,10-04-2023,5,131.91,659.53
57141989-7eaa-4ddb-a62f-051bcdb7e0c1,a3f02736-34a8-4162-b4af-7cdff6ff7c55,7676498c-893b-48dc-8b77-75c0bcf8787a,Carrot,21-04-2023,7,133.73,936.11
57141989-7eaa-4ddb-a62f-051bcdb7e0c1,a3f02736-34a8-4162-b4af-7cdff6ff7c55,00beba33-4064-4a31-8a85-f8245a9b9f7d,Potato,21-04-2023,10,17.16,171.63
57141989-7eaa-4ddb-a62f-051bcdb7e0c1,a3f02736-34a8-4162-b4af-7cdff6ff7c55,06579e7f-38d8-4c42-8c83-93dd2f2d063b,Onion,21-04-2023,3,218.4,655.2
57141989-7eaa-4ddb-a62f-051bcdb7e0c1,a3f02736-34a8-4162-b4af-7cdff6ff7c55,e6fb1bab-d2a1-4daa-953c-c2f1fd6356bb,Pasta,21-04-2023,7,45.07,315.48
cefd46b1-9dd3-4cd7-902a-7a70a0d096e4,3c6f4c26-861e-4b5f-8c64-04ae1c641c07,87640580-0fd9-43bc-a493-33192f4162c5,Watermelon,01-03-2023,9,88,792.04
cefd46b1-9dd3-4cd7-902a-7a70a0d096e4,3c6f4c26-861e-4b5f-8c64-04ae1c641c07,00beba33-4064-4a31-8a85-f8245a9b9f7d,Potato,01-03-2023,3,98.64,295.92
20a02a88-8ae1-4fe5-bfc1-9a20f80fd637,668ec749-f7d5-497d-a451-5c9545bb0e9a,71619b83-21e3-41a5-9f4c-c59f143f58e7,Spaghetti,28-07-2023,4,128.18,512.72
20a02a88-8ae1-4fe5-bfc1-9a20f80fd637,668ec749-f7d5-497d-a451-5c9545bb0e9a,d93a2ad2-cf72-413c-ac8d-42b3b3c4965c,Cabbage,28-07-2023,5,176.22,881.08
20a02a88-8ae1-4fe5-bfc1-9a20f80fd637,668ec749-f7d5-497d-a451-5c9545bb0e9a,7950276b-0d36-444c-8fcc-cd19f29b870c,Orange,28-07-2023,5,64.39,321.97
20a02a88-8ae1-4fe5-bfc1-9a20f80fd637,668ec749-f7d5-497d-a451-5c9545bb0e9a,a391c3ab-b5d6-4a85-9715-1542e8bc0f13,Sugar,28-07-2023,8,94.5,755.97
20a02a88-8ae1-4fe5-bfc1-9a20f80fd637,668ec749-f7d5-497d-a451-5c9545bb0e9a,efee1b24-6fe8-4b43-ba26-f0747b9db4d6,Flour,28-07-2023,4,122.42,489.67
f9347e5b-f326-48f2-830e-c920fdcd703a,dfe8fd41-53c4-48f2-a3e0-6bb3227be0a4,a7d1e464-93b0-4db8-9aed-615885052475,Banana,05-08-2023,10,47.72,477.23
f9347e5b-f326-48f2-830e-c920fdcd703a,dfe8fd41-53c4-48f2-a3e0-6bb3227be0a4,c4cf5b93-682a-433e-b5b5-06728d594cf3,Garlic,05-08-2023,7,20.36,142.5
f9347e5b-f326-48f2-830e-c920fdcd703a,dfe8fd41-53c4-48f2-a3e0-6bb3227be0a4,386278be-20f5-48ea-8a05-f1cdd64cf5b0,Strawberry,05-08-2023,2,188.07,376.14
f9347e5b-f326-48f2-830e-c920fdcd703a,dfe8fd41-53c4-48f2-a3e0-6bb3227be0a4,71619b83-21e3-41a5-9f4c-c59f143f58e7,Spaghetti,05-08-2023,1,23.77,23.77
588a4dcb-12e9-4ede-9d20-50f48fbafd44,73a4f6f1-4b2c-4656-81c6-522c31e2f3da,558e66e0-047e-4810-8200-a5cddc8c7c57,Pineapple,24-02-2023,10,21.79,217.86
a5116bb0-9f6a-40f5-a3f0-4c0b07e0459a,ec4e3bed-b7c5-4f7e-a49d-ba719b629e33,d36d024f-3149-4494-af58-cc0b8df52a92,Mango,25-02-2023,8,73.92,591.36
a5116bb0-9f6a-40f5-a3f0-4c0b07e0459a,ec4e3bed-b7c5-4f7e-a49d-ba719b629e33,e6fb1bab-d2a1-4daa-953c-c2f1fd6356bb,Pasta,25-02-2023,9,18.26,164.37
a5116bb0-9f6a-40f5-a3f0-4c0b07e0459a,ec4e3bed-b7c5-4f7e-a49d-ba719b629e33,a7d1e464-93b0-4db8-9aed-615885052475,Banana,25-02-2023,1,74.13,74.13
a5116bb0-9f6a-40f5-a3f0-4c0b07e0459a,ec4e3bed-b7c5-4f7e-a49d-ba719b629e33,386278be-20f5-48ea-8a05-f1cdd64cf5b0,Strawberry,25-02-2023,6,147.41,884.47
a5116bb0-9f6a-40f5-a3f0-4c0b07e0459a,ec4e3bed-b7c5-4f7e-a49d-ba719b629e33,cbc28915-02f6-42c4-9db8-c0461fa9c989,Rice,25-02-2023,5,58.78,293.89
